activity_id,activity_name,activity_category,met_value,calories_per_kg_per_hour,intensity_level,is_cardio,equipment_needed,location,recommended_duration,recommended_frequency,diet_targets,calories_70kg_30min
2119,"Upper body exercise, stationary bicycle - Airdyne (arms only) 40 rpm, moderate intensity",Upper body exercise,4.3,4.3,Sedang,False,Stationary bike,Indoor,30-45 menit,3-5 kali/minggu,general_fitness,150.5
19150,"Skiing, downhill, alpine or snowboarding, light effort, active time only",Skiing,4.3,4.3,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,general_fitness,150.5
11862,"Warehouse/Shipping Center, Moving boxes (~5kg)",Warehouse/Shipping Center,4.3,4.3,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,general_fitness,150.5
4010,"Fishing related, digging worms, with shovel",Fishing related,4.3,4.3,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,general_fitness,150.5
8009,"Carrying, loading or stacking wood, loading/unloading or carrying lumber, light-to- moderate effort",Carrying,4.1,4.1,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,general_fitness,143.5
8160,"Raking lawn or leaves, moderate effort",Raking lawn or leaves,4.0,4.0,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,general_fitness,140.0
11120,"Construction, outside, remodeling, new  structures (e.g., roof repair, miscellaneous) ",Construction,4.0,4.0,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,general_fitness,140.0
17270,"Walking, to work or class (Taylor Code 015)",Walking,4.0,4.0,Sedang,True,None,Both,30-45 menit,3-5 kali/minggu,cardiovascular_health,140.0
17255,"Walking, self-selected speed, indoor track or outdoors, firm surface",Walking,4.0,4.0,Sedang,True,None,Indoor,30-45 menit,3-5 kali/minggu,cardiovascular_health,140.0
4083,Hunting large marine animals,Hunting large marine animals,4.0,4.0,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,general_fitness,140.0
8070,"Irrigation channels, opening and closing ports",Irrigation channels,4.0,4.0,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,general_fitness,140.0
15140,"Coaching, football, soccer, basketball, baseball, swimming, etc.",Coaching,4.0,4.0,Sedang,True,Swimming pool,Both,30-45 menit,3-5 kali/minggu,cardiovascular_health,140.0
1264,"Bicycling, eccentric only, 200 W",Cycling,4.0,4.0,Sedang,True,None,Both,30-45 menit,3-5 kali/minggu,cardiovascular_health,140.0
8261,"Yardwork, general, moderate effort",Yardwork,4.0,4.0,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,general_fitness,140.0
4007,"Fishing, catching fish with hands",Fishing,4.0,4.0,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,general_fitness,140.0
22240,"Active video game, motion sensing game/using total body (moderate effort)",Active video game,4.0,4.0,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,general_fitness,140.0
15170,Curling,Curling,4.0,4.0,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,general_fitness,140.0
8230,"Watering lawn or garden, standing or walking",Watering lawn or garden,4.0,4.0,Sedang,True,None,Both,30-45 menit,3-5 kali/minggu,cardiovascular_health,140.0
2143,"Video, exercise workouts, TV conditioning programs (e.g., cardio-resistance training), moderate",Video,4.0,4.0,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,general_fitness,140.0
15335,"High ropes course, multiple elements",High ropes course,4.0,4.0,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,general_fitness,140.0
10130,"Marching band, baton twirling, walking, moderate pace, general",Marching band,4.0,4.0,Sedang,True,None,Both,30-45 menit,3-5 kali/minggu,cardiovascular_health,140.0
11070,"Chambermaid, hotel housekeeper, making bed,  cleaning bathroom, pushing cart ",Chambermaid,4.0,4.0,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,general_fitness,140.0
11010,"Bakery, general, moderate effort ",Bakery,4.0,4.0,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,general_fitness,140.0
18110,Paddle boat ,Paddle boat,4.0,4.0,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,general_fitness,140.0
15232,"Football, touch, flag, light effort",Football,4.0,4.0,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,general_fitness,140.0
4020,Fishing from river bank and walking,Fishing from river bank and walking,4.0,4.0,Sedang,True,None,Both,30-45 menit,3-5 kali/minggu,cardiovascular_health,140.0
15310,Hacky sack,Hacky sack,4.0,4.0,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,general_fitness,140.0
8190,"Sacking grass, leaves",Sacking grass,4.0,4.0,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,general_fitness,140.0
8170,Raking roof with snow rake,Raking roof with snow rake,4.0,4.0,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,general_fitness,140.0
8165,Raking lawn (Taylor Code 600),Raking lawn (Taylor Code 600),4.0,4.0,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,general_fitness,140.0
18020,"Canoeing, on camping trip (Taylor Code 270) ",Canoeing,4.0,4.0,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,general_fitness,140.0
20061,General yard work at church,General yard work at church,4.0,4.0,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,general_fitness,140.0
15630,"Softball, officiating",Softball,4.0,4.0,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,general_fitness,140.0
15542,"Rodeo sports, general, light effort",Rodeo sports,4.0,4.0,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,general_fitness,140.0
5092,"Laundry,  moderate effort",Laundry,4.0,4.0,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,general_fitness,140.0
15732,"Track and field (e.g., shot, discus, hammer throw)",Track and field (e.g.,4.0,4.0,Sedang,False,None,Outdoor,30-45 menit,3-5 kali/minggu,general_fitness,140.0
11882,"Soldiers, military marching, 1.5-2.5 mph, 10 to 30 kg load",Soldiers,4.0,4.0,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,general_fitness,140.0
11528,"Police, making an arrest, standing ",Police,4.0,4.0,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,general_fitness,140.0
15470,"Motocross, off-road motor sports, all-terrain vehicle, general",Motocross,4.0,4.0,Sedang,False,None,Outdoor,30-45 menit,3-5 kali/minggu,general_fitness,140.0
6020,Automobile body work,Automobile body work,4.0,4.0,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,general_fitness,140.0
15710,Volleyball (Taylor Code 400),Volleyball (Taylor Code 400),4.0,4.0,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,general_fitness,140.0
1214,"Bicycling, stationary, 50 watts, light effort",Cycling,4.0,4.0,Sedang,True,Stationary bike,Indoor,30-45 menit,3-5 kali/minggu,cardiovascular_health,140.0
1010,"Bicycling, <10 mph, leisure, to work or for pleasure (Taylor Code 115)",Cycling,4.0,4.0,Sedang,True,None,Both,30-45 menit,3-5 kali/minggu,cardiovascular_health,140.0
2344,"Sit to stand exercise, 18-24 times/min",Sit to stand exercise,4.0,4.0,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,general_fitness,140.0
11820,"Walking or walk downstairs or standing,  carrying objects about 25 to 49 lbs ",Walking,4.0,4.0,Sedang,True,None,Both,30-45 menit,3-5 kali/minggu,cardiovascular_health,140.0
2160,"Yoga, Power",Yoga,4.0,4.0,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,general_fitness,140.0
11765,"Tailoring, weaving, moderate effort (e.g.,  spinning and weaving operations, delivering  boxes of yarn to spinners, loading of warp  bean, pinwinding, conewinding, warping, cloth  clutting)",Tailoring,4.0,4.0,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,general_fitness,140.0
5193,"Walk/run, playing with animals, moderate effort, only active periods",Walk/run,4.0,4.0,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,general_fitness,140.0
11415,"Lawn keeper, yardwork, general ",Yard Work,4.0,4.0,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,general_fitness,140.0
6072,"Carpentry, home remodeling tasks, moderate effort",Carpentry,4.0,4.0,Sedang,False,None,Indoor,30-45 menit,3-5 kali/minggu,general_fitness,140.0
15660,"Table tennis, ping pong (Taylor Code 410)",Table tennis,4.0,4.0,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,general_fitness,140.0
1088,E-bike (electrically assisted) with high electronic support,Cycling,4.0,4.0,Sedang,False,Bicycle,Both,30-45 menit,3-5 kali/minggu,general_fitness,140.0
5048,"Tanning hides, general",Tanning hides,4.0,4.0,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,general_fitness,140.0
15440,Juggling,Juggling,4.0,4.0,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,general_fitness,140.0
15625,"Softball, practice",Softball,4.0,4.0,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,general_fitness,140.0
17016,"Carrying 5 to 14 lb (2.3 to 6.4 kg) load (e.g. suitcase, boxes, groceries), level ground, moderate pace ",Carrying 5 to 14 lb (2.3 to 6.4 kg) load (e.g. suitcase,4.0,4.0,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,general_fitness,140.0
11524,"Police Officer, Walking",Walking,3.8,3.8,Sedang,True,None,Both,30-45 menit,3-5 kali/minggu,cardiovascular_health,133.0
6052,"Carpentry, outside house, building a fence",Carpentry,3.8,3.8,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,general_fitness,133.0
15252,Frisbee golf,Frisbee golf,3.8,3.8,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,general_fitness,133.0
17100,"Pushing or pulling stroller with child or walking with children, 2.5 to 3.1 mph",Pushing or pulling stroller with child or walking with children,3.8,3.8,Sedang,True,None,Both,30-45 menit,3-5 kali/minggu,cardiovascular_health,133.0
10040,"Drums, sitting",Drums,3.8,3.8,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,general_fitness,133.0
2064,"Home exercise, general",Home Activities,3.8,3.8,Sedang,False,None,Indoor,30-45 menit,3-5 kali/minggu,general_fitness,133.0
11620,"Standing, moderate effort, intermittent lifting  50 lbs, hitch or twisting ropes ",Standing,3.8,3.8,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,general_fitness,133.0
2022,"Calisthenics (e.g., pushups, sit ups, pull-ups, lunges), moderate effort",Calisthenics (e.g.,3.8,3.8,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,general_fitness,133.0
8210,"Trimming shrubs or trees, manual cutter",Trimming shrubs or trees,3.8,3.8,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,general_fitness,133.0
11805,"Walking, pushing a wheelchair ",Walking,3.8,3.8,Sedang,True,None,Both,30-45 menit,3-5 kali/minggu,cardiovascular_health,133.0
11792,"Walking on job, 2.8 to 3.4 mph, in office, moderate  speed, not carrying anything ",Walking,3.8,3.8,Sedang,True,None,Both,30-45 menit,3-5 kali/minggu,cardiovascular_health,133.0
8239,"Weeding, cultivating garden, light-to-moderate effort",Weeding,3.8,3.8,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,general_fitness,133.0
6140,Laying tile or linoleum,Laying tile or linoleum,3.8,3.8,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,general_fitness,133.0
18226,"Stand up Paddleboard, standing, 20-29 strokes/min",Stand up Paddleboard,3.8,3.8,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,general_fitness,133.0
15092,"Bowling, indoor, bowling alley",Bowling,3.8,3.8,Sedang,False,None,Indoor,30-45 menit,3-5 kali/minggu,general_fitness,133.0
8245,"Gardening, general, moderate effort",Yard Work,3.8,3.8,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,general_fitness,133.0
19200,"Snowmobiling, driving, moderate pace, flat land",Snowmobiling,3.8,3.8,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,general_fitness,133.0
17355,"Walking, treadmill, 3.0 to 3.4 mph (4.8 to 5.5 km/h), 0% grade",Walking,3.8,3.8,Sedang,True,Treadmill,Indoor,30-45 menit,3-5 kali/minggu,cardiovascular_health,133.0
11126,"Custodial work, moderate effort (e.g., buffing  floors with electric buffer, feathering or  sweeping arena floors, mopping, taking out the  trash, vaccuming)",Custodial work,3.8,3.8,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,general_fitness,133.0
11195,"Farming, rice, planting, grain milling activities ",Farming,3.8,3.8,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,general_fitness,133.0
5012,"Cleaning, sweeping, fast, moderate effort",Cleaning,3.8,3.8,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,general_fitness,133.0
17190,"Walking, 2.8 to 3.4 mph, level, moderate pace, firm surface",Walking,3.8,3.8,Sedang,True,None,Both,30-45 menit,3-5 kali/minggu,cardiovascular_health,133.0
17081,"Hiking slowly or ambling through fields and hillsides, no load ",Hiking slowly or ambling through fields and hillsides,3.8,3.8,Sedang,True,None,Outdoor,30-45 menit,3-5 kali/minggu,cardiovascular_health,133.0
11797,"Walking, 2.5 mph, slow speed, carrying heavy  objects more than 25 lbs ",Walking,3.8,3.8,Sedang,True,None,Both,30-45 menit,3-5 kali/minggu,cardiovascular_health,133.0
20065,"Standing , moderate effort (e.g., lifting heavy objects, assembling at fast rate)",Standing,3.8,3.8,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,general_fitness,133.0
5146,"Standing, packing/unpacking boxes, occasional lifting lightweight household items, loading or unloading items into a car, moderate effort",Standing,3.8,3.8,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,muscle_tone,133.0
4063,"Fishing, set net, setting net and retrieving fish, general",Fishing,3.8,3.8,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,general_fitness,133.0
20037,"Walking, 2.8 to 3.4 mph, moderate speed, not carrying anything",Walking,3.8,3.8,Sedang,True,None,Both,30-45 menit,3-5 kali/minggu,cardiovascular_health,133.0
11375,"Garbage collector, walking, dumping bins into truck, street cleaning",Garbage collector,3.8,3.8,Sedang,True,None,Both,30-45 menit,3-5 kali/minggu,cardiovascular_health,133.0
18412,"Aquatic cycling, 50 W, 40-50 RPM",Aquatic cycling,3.8,3.8,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,general_fitness,133.0
17033,"Climbing hills, 15-50 lb load, 1 to 2% grade, slow pace",Climbing hills,3.8,3.8,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,general_fitness,133.0
17031,"Loading  and/or unloading a car, implied walking",Loading  and/or unloading a car,3.8,3.8,Sedang,True,None,Both,30-45 menit,3-5 kali/minggu,cardiovascular_health,133.0
21045,"Walking, 2.8 to 3.4 mph, moderate speed, not carrying anything",Walking,3.8,3.8,Sedang,True,None,Both,30-45 menit,3-5 kali/minggu,cardiovascular_health,133.0
3070,"Contemporary dancing, general",Contemporary dancing,3.8,3.8,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,general_fitness,133.0
18356,"Water aerobics, resistance exercises",Water aerobics,3.8,3.8,Sedang,True,None,Both,30-45 menit,3-5 kali/minggu,cardiovascular_health,133.0
17105,"Pushing a wheelchair, non-occupational",Pushing a wheelchair,3.8,3.8,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,general_fitness,133.0
15300,"Gymnastics, general",Gymnastics,3.8,3.8,Sedang,False,None,Indoor,30-45 menit,3-5 kali/minggu,general_fitness,133.0
15400,"Horseback riding, walking",Horseback riding,3.8,3.8,Sedang,True,None,Both,30-45 menit,3-5 kali/minggu,cardiovascular_health,133.0
2034,"Circuit training, light effort",Circuit training,3.5,3.5,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,general_fitness,122.5
8045,"Digging, spading, filling garden, composting, light-to-moderate effort",Digging,3.5,3.5,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,general_fitness,122.5
2030,"Calisthenics, light or moderate effort, general (e.g., back exercises), going up & down from floor (Taylor Code 150)",Calisthenics,3.5,3.5,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,general_fitness,122.5
2054,"Resistance (weight) training, multiple exercises, 8-15 reps at varied resistance",Resistance (weight) training,3.5,3.5,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,muscle_tone,122.5
21055,"Walking, 2.5 mph slowly and carrying objects less than 25 pounds",Walking,3.5,3.5,Sedang,True,None,Both,30-45 menit,3-5 kali/minggu,cardiovascular_health,122.5
21017,"Standing, child care, only active periods",Standing,3.5,3.5,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,general_fitness,122.5
8025,"Clearing light brush, thinning garden, moderate effort",Clearing light brush,3.5,3.5,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,general_fitness,122.5
21018,"Walk/run play with children, moderate, only active periods",Walk/run play with children,3.5,3.5,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,general_fitness,122.5
18350,"Swimming, treading water, moderate effort,  general ",Swimming,3.5,3.5,Sedang,True,Swimming pool,Both,30-45 menit,3-5 kali/minggu,cardiovascular_health,122.5
5165,"Walking, moderate effort tasks, non-cleaning (readying to leave, shut/lock doors, close windows, etc.",Walking,3.5,3.5,Sedang,True,None,Both,30-45 menit,3-5 kali/minggu,cardiovascular_health,122.5
5175,"Walking/running, playing with child(ren), moderate effort, only active periods",Walking,3.5,3.5,Sedang,True,None,Both,30-45 menit,3-5 kali/minggu,cardiovascular_health,122.5
2045,Curves™ exercise routines in women,Curves™ exercise routines in women,3.5,3.5,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,general_fitness,122.5
21025,"Standing, moderate (e.g., lifting 50 lbs., assembling at fast rate)",Standing,3.5,3.5,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,general_fitness,122.5
5186,"Child care: standing, dressing, bathing, grooming, feeding, occasional lifting of child- light effort",Child care: standing,3.5,3.5,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,general_fitness,122.5
5195,"Standing, bathing dog",Standing,3.5,3.5,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,general_fitness,122.5
4001,"Fishing, general",Fishing,3.5,3.5,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,general_fitness,122.5
5130,"Scrubbing floors, on hands and knees, scrubbing bathroom, bathtub, moderate effort",Scrubbing floors,3.5,3.5,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,general_fitness,122.5
11760,"Tailoring, pressing ",Tailoring,3.5,3.5,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,general_fitness,122.5
2180,"Yoga, Surya Namaskar",Yoga,3.5,3.5,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,general_fitness,122.5
5020,"Cleaning  heavy or major (e.g., wash car, clean garage), moderate effort",Cleaning  heavy or major (e.g.,3.5,3.5,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,general_fitness,122.5
17332,"Walking, Putey walk, Monty Python Ministry of Silly Walks",Walking,3.5,3.5,Sedang,True,None,Both,30-45 menit,3-5 kali/minggu,cardiovascular_health,122.5
17250,"Walking, for pleasure, work break (Taylor Code xxx)",Walking,3.5,3.5,Sedang,True,None,Both,30-45 menit,3-5 kali/minggu,cardiovascular_health,122.5
17160,Walking for pleasure (Taylor Code 010),Walking,3.5,3.5,Sedang,True,None,Both,30-45 menit,3-5 kali/minggu,cardiovascular_health,122.5
11180,"Farming, feeding small animals ",Farming,3.5,3.5,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,general_fitness,122.5
11210,"Farming, milking by hand, cleaning pails,  moderate effort ",Farming,3.5,3.5,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,general_fitness,122.5
11247,"Fishing, commercial, light effort ",Fishing,3.5,3.5,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,general_fitness,122.5
17070,Descending stairs,Descending stairs,3.5,3.5,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,general_fitness,122.5
5049,"Cooking or food preparation, moderate effort",Cooking or food preparation,3.5,3.5,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,general_fitness,122.5
5054,"carrying groceries, on level ground, walking",carrying groceries,3.5,3.5,Sedang,True,None,Both,30-45 menit,3-5 kali/minggu,cardiovascular_health,122.5
11001,"Active workstation, Pedal desk (40 watts)",Active workstation,3.5,3.5,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,general_fitness,122.5
11880,"Soldiers, military marching, unloaded 1.5-2.5 mph",Soldiers,3.5,3.5,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,general_fitness,122.5
15600,"Skydiving, base-jumping, bungee jumping",Skydiving,3.5,3.5,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,general_fitness,122.5
17011,"Walking with a day pack, level ground, assumed in the city",Walking,3.5,3.5,Sedang,True,None,Both,30-45 menit,3-5 kali/minggu,cardiovascular_health,122.5
16060,"Walking for transportation, 2.8-3.2 mph, level, moderate pace, firm surface",Walking,3.5,3.5,Sedang,True,None,Both,30-45 menit,3-5 kali/minggu,cardiovascular_health,122.5
11488,"Mail delivery, Electronically Assisted Bicycle",Mail delivery,3.5,3.5,Sedang,False,Bicycle,Both,30-45 menit,3-5 kali/minggu,general_fitness,122.5
11510,"Orange grove work, picking fruit ",Orange grove work,3.5,3.5,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,general_fitness,122.5
15615,Walking football/soccer,Walking,3.5,3.5,Sedang,True,None,Both,30-45 menit,3-5 kali/minggu,cardiovascular_health,122.5
11795,"Walking on job, 2.5 mph, slow speed, carrying  light objects less than 25 lbs ",Walking,3.5,3.5,Sedang,True,None,Both,30-45 menit,3-5 kali/minggu,cardiovascular_health,122.5
8246,"Picking fruit or coffee from trees, moderate effort",Picking fruit or coffee from trees,3.5,3.5,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,general_fitness,122.5
17352,"Walking, treadmill, 2.5 to 2.9 mph (4.0 to 4.7 km/h), 0% grade",Walking,3.5,3.5,Sedang,True,Treadmill,Indoor,30-45 menit,3-5 kali/minggu,cardiovascular_health,122.5
5021,"Cleaning, mopping, standing, moderate effort",Cleaning,3.5,3.5,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,general_fitness,122.5
1210,"Bicycling, stationary, 25-30 watts, very light to light effort",Cycling,3.5,3.5,Sedang,True,Stationary bike,Indoor,30-45 menit,3-5 kali/minggu,cardiovascular_health,122.5
18070,"Canoeing, rowing, for pleasure, general (Taylor Code 250) ",Canoeing,3.5,3.5,Sedang,True,Rowing machine,Both,30-45 menit,3-5 kali/minggu,cardiovascular_health,122.5
15270,"Golf, miniature, driving range",Golf,3.5,3.5,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,general_fitness,122.5
1018,"Bicycling, leisure 5.5 mph",Cycling,3.5,3.5,Sedang,True,None,Both,30-45 menit,3-5 kali/minggu,cardiovascular_health,122.5
15290,"Golf, using power cart (Taylor Code 070)",Golf,3.5,3.5,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,general_fitness,122.5
4040,"Fishing from river bank, standing (Taylor Code 660)",Fishing from river bank,3.5,3.5,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,general_fitness,122.5
4062,"Fishing, dip net, setting net and retrieving fish, general",Fishing,3.5,3.5,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,general_fitness,122.5
15340,Hang gliding,Hang gliding,3.5,3.5,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,general_fitness,122.5
9095,"Standing - arts and crafts, sand painting, carving, weaving, vigorous effort",Standing - arts and crafts,3.5,3.5,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,general_fitness,122.5
9106,Touring/traveling/vacation involving walking,Touring/traveling/vacation involving walking,3.5,3.5,Sedang,True,None,Both,30-45 menit,3-5 kali/minggu,cardiovascular_health,122.5
2118,"Arm Ergometer, hand bike, 45W",Arm Ergometer,3.5,3.5,Sedang,False,Bicycle,Both,30-45 menit,3-5 kali/minggu,general_fitness,122.5
11660,"Patient care, room cleaning/preperation",Patient care,3.5,3.5,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,general_fitness,122.5
10080,"Trombone, standing",Trombone,3.5,3.5,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,general_fitness,122.5
10135,"Marching band, drum major, walking",Marching band,3.5,3.5,Sedang,True,None,Both,30-45 menit,3-5 kali/minggu,cardiovascular_health,122.5
3060,"Caribbean dance (Abakua, Beguine, Bellair, Bongo, Brukin’s, Caribbean Quadrills, Dinki  Mini, Gere, Gumbay, Ibo, Jonkonnu, Kumina,  Oreisha, Jambu)",Caribbean dance (Abakua,3.5,3.5,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,general_fitness,122.5
20047,"Washing dishes, cleaning kitchen at church",Washing dishes,3.3,3.3,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,general_fitness,115.5
21020,"Standing, light/moderate work (e.g., pack boxes, assemble/repair, set up chairs/furniture)",Standing,3.3,3.3,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,general_fitness,115.5
15160,Croquet,Croquet,3.3,3.3,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,general_fitness,115.5
15670,"Tai chi, qi gong, general",Tai chi,3.3,3.3,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,general_fitness,115.5
5010,"Cleaning, sweeping carpet or floors, general",Cleaning,3.3,3.3,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,general_fitness,115.5
15645,"Sports spectator, very excited, emotional, physically moving",Sports,3.3,3.3,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,general_fitness,115.5
4168,"Activities in a boat, lifting, lowering",Activities in a boat,3.3,3.3,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,general_fitness,115.5
6160,"Painting inside house, wallpapering, scraping paint",Painting inside house,3.3,3.3,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,general_fitness,115.5
5022,"Cleaning windows, washing windows, general",Cleaning windows,3.3,3.3,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,general_fitness,115.5
5026,"Multiple household tasks all at once, moderate effort",Multiple household tasks all at once,3.3,3.3,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,general_fitness,115.5
20060,Cleaning church,Cleaning church,3.3,3.3,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,general_fitness,115.5
12026,Jogging 2.6 to 3.7 mph,Running,3.3,3.3,Sedang,True,None,Both,30-45 menit,3-5 kali/minggu,cardiovascular_health,115.5
5060,Food shopping with or without a grocery cart; carrying a 10 lb bag; standing or walking,Food shopping with or without a grocery cart; carrying a 10 lb bag; standing or walking,3.3,3.3,Sedang,True,None,Both,30-45 menit,3-5 kali/minggu,cardiovascular_health,115.5
4115,Hunting birds,Hunting birds,3.3,3.3,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,general_fitness,115.5
5030,"Cleaning, house or cabin, general, moderate effort",Cleaning,3.3,3.3,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,general_fitness,115.5
6060,"Carpentry, finishing, varnishing, or refinishing cabinets or furniture",Carpentry,3.3,3.3,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,general_fitness,115.5
15465,"Lawn bowling, bocce ball, outdoor",Yard Work,3.3,3.3,Sedang,False,None,Outdoor,30-45 menit,3-5 kali/minggu,general_fitness,115.5
5035,"Kitchen activity, general, (e.g., cooking, washing dishes, cleaning up) moderate effort",Kitchen activity,3.3,3.3,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,general_fitness,115.5
6030,"Automobile repair, light or moderate effort",Automobile repair,3.3,3.3,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,general_fitness,115.5
4123,"Hunting pigs, wild",Hunting pigs,3.3,3.3,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,general_fitness,115.5
